,Unnamed: 0,id,conversation_id,created_at,date,timezone,place,text,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,tweet,labels
17,17,1.24433E+18,1.24433E+18,1.58551E+12,29-03-2020 23:58,530,,So important in this unusual time of a pandemic is to talk about #mentalhealth .... isolation is a big trigger .... and the feeling g of helplessness is spreading like wildfire .... social isolation does not and should not translate to emotional isolation. https://twitter.com/ndtv/status/1244275585561399296 …,['#mentalhealth'],[],33126290,33126290,preetichandra,preeti chandra,7,23,https://twitter.com/preetichandra/status/1244330678549753856,FALSE,1,0,0,https://twitter.com/ndtv/status/1244275585561399296,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '33126290', 'username': 'preetichandra'}]",,,,,import   unusu   time   pandem   talk   mentalhealth   isol   big   trigger   feel   g   helpless   spread   like   wildfir   social   isol   translat   emot   isol   http   twitter      ndtv   statu  ,-1
18,18,1.24433E+18,1.24433E+18,1.58551E+12,29-03-2020 23:58,530,,"Can some one ever imagine that your city too can become a problem !!

@corona #cityname #CoronaPandemie #coronavirus #BeResponsible #BreakTheChain https://twitter.com/ANINewsUP/status/1244238164891328512 …","['#cityname', '#coronapandemie', '#coronavirus', '#beresponsible', '#breakthechain']",[],72519825,72519825,BhavnaUpadhya,Bhavna Upadhya,7,23,https://twitter.com/BhavnaUpadhya/status/1244330677140516864,FALSE,0,0,0,https://twitter.com/ANINewsUP/status/1244238164891328512,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '72519825', 'username': 'BhavnaUpadhya'}, {'user_id': '289900457', 'username': 'corona'}]",,,,,one   ever   imagin   citi   be   problem   citynam   coronapandemi   coronaviru   berespons   breakthechain   http   twitter      aninewsup   statu  ,-1
19,19,1.24433E+18,1.24433E+18,1.58551E+12,29-03-2020 23:58,530,,@CMOMaharashtra @OfficeofUT @AUThackeray @CPMumbaiPolice @PMOIndia @narendramodi @mnsadhikrut @ShivSena Can you please help him ? He looks really needy.  https://www.facebook.com/100002505807514/posts/2856295041130661/?sfnsn=wiwspwa&d=w&vh=i&extid=3bteG3E,"['#askzee', '#coronavirus', '#coronaviruslockdown']",[],1.13112E+18,1.13112E+18,BhartiSahyog,kashmiri Pandit,7,23,https://twitter.com/BhartiSahyog/status/1244330619586269184,FALSE,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1131116138538995714', 'username': 'BhartiSahyog'}, {'user_id': '2597666894', 'username': 'CMOMaharashtra'}, {'user_id': '1144169755672113155', 'username': 'OfficeofUT'}, {'user_id': '1606048885', 'username': 'AUThackeray'}, {'user_id': '4575856758', 'username': 'CPMumbaiPolice'}, {'user_id': '471741741', 'username': 'PMOIndia'}, {'user_id': '18839785', 'username': 'narendramodi'}, {'user_id': '1598146819', 'username': 'mnsadhikrut'}, {'user_id': '262488658', 'username': 'ShivSena'}]",,,,,pleas   help   look   realli   needi   http   ww   facebook      post   sfnsn   wiwspwa   w   vh   extid   btegeduckztrgl   askze   coronaviru   coronaviruslockdown  ,-1
20,20,1.24433E+18,1.24433E+18,1.58551E+12,29-03-2020 23:58,530,,"Already seeing many posts and predictions over what will be the condition of the #World after we are done with this #Coronavirus pandemic.

People are mostly talking about a dwindling #globaleconomy and human beings in dire consequences. https://www.linkedin.com/posts/rajdeepbhattacharyakolkata_world-coronavirus-globaleconomy-activity-6650095552698646528-zEeE …","['#world', '#coronavirus', '#globaleconomy']",[],25102432,25102432,Rajdeepmadeeasy,Rajdeep Bhattacharya,7,23,https://twitter.com/Rajdeepmadeeasy/status/1244330615144472576,FALSE,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '25102432', 'username': 'Rajdeepmadeeasy'}]",,,,,alreadi   see   mani   post   predict   condit   world   done   coronaviru   pandem   peopl   mostli   talk   dwindl   globaleconomi   human   be   dire   consequ   http   ww   linkedin      post   rajdeepbhattacharyakolkata   world   coronaviru   globaleconomi   activ   zee  ,-1
21,21,1.24433E+18,1.24433E+18,1.58551E+12,29-03-2020 23:58,530,,"Please Follow Lockdown Rules.
.
.
#lockdown2020 #lockdown #beathome #besafe #corona #coronavirus #covid_19 #covid #china #italy #spain #germany #india #pakistan #indore #indonesia #brazil #america #usa #countryliving…  https://www.instagram.com/p/B-U95gTlbeN/?igshid=9rf9j45288qk …","['#lockdown2020', '#lockdown', '#beathome', '#besafe', '#corona', '#coronavirus', '#covid_19', '#covid', '#china', '#italy', '#spain', '#germany', '#india', '#pakistan', '#indore', '#indonesia', '#brazil', '#america', '#usa', '#countryliving']",[],1.10037E+18,1.10037E+18,mrrightrg,Mandeep Singh,7,23,https://twitter.com/mrrightrg/status/1244330593070039041,FALSE,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1100369099790536704', 'username': 'mrrightrg'}]",,,,,pleas   follow   lockdown   rule   lockdown   lockdown   beathom   besaf   corona   coronaviru   covid   covid   china   itali   spain   germani   india   pakistan   indor   indonesia   brazil   america   usa   countryliv   http   ww   instagram      p   b   ugtlben   igshid   rfjqk  ,1
22,22,1.24433E+18,1.24433E+18,1.58551E+12,29-03-2020 23:58,530,,Total #Coronavirus positive cases in Telangana stand at 70 including one discharged and one death: Telangana Health Department.,['#coronavirus'],[],1.2431E+18,1.2431E+18,COVID19UPDATE18,COVID19 - INDIA,7,23,https://twitter.com/COVID19UPDATE18/status/1244330538237710337,FALSE,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1243104813371424768', 'username': 'COVID19UPDATE18'}]",,,,,total   coronaviru   posit   case   telangana   stand   includ   one   discharg   one   death   telangana   health   depart  ,-1
23,23,1.24433E+18,1.24433E+18,1.58551E+12,29-03-2020 23:57,530,,Seeing #Contagion on @PrimeVideo now! Eerie!!!! Eerily prognostic of what #coronavirus is doing to the world today! Watch n learn... cannot even imagine the post-Corona world...,"['#contagion', '#coronavirus']",[],14112577,14112577,rachitg,Rachit Garg 🇮🇳,7,23,https://twitter.com/rachitg/status/1244330454901194754,FALSE,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '14112577', 'username': 'rachitg'}, {'user_id': '17220817', 'username': 'PrimeVideo'}]",,,,,see   contagion   eeri   eerili   prognost   coronaviru   world   today   watch   n   learn   can   not   even   imagin   post   corona   world  ,-1
24,24,1.24433E+18,1.24433E+18,1.58551E+12,29-03-2020 23:57,530,,"Please start #Shaktimam Public demand.
There are lots of children in india not stayed home if you start this program #Shaktiman lots of childrens staying at home so please think on it.
Thank you.

#COVID2019india
#coronavirusindia
#Covid_19
#StayHomeStaySafe
#LetsFightCorona https://twitter.com/DDNational/status/1244327211085094912 …","['#shaktimam', '#shaktiman', '#covid2019india', '#coronavirusindia', '#covid_19', '#stayhomestaysafe', '#letsfightcorona']",[],356041098,356041098,Gajanan_Raje,ADV GAjANAN BHOSLE (ॲड गजानन भोसले),7,23,https://twitter.com/Gajanan_Raje/status/1244330420256288768,FALSE,0,1,0,https://twitter.com/DDNational/status/1244327211085094912,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '356041098', 'username': 'Gajanan_Raje'}]",,,,,pleas   start   shaktimam   public   demand   lot   child   india   stay   home   start   program   shaktiman   lot   children   stay   home   pleas   think   thank   covidindia   coronavirusindia   covid   stayhomestaysaf   letsfightcorona   http   twitter      ddnation   statu  ,1
25,25,1.24433E+18,1.24433E+18,1.58551E+12,29-03-2020 23:57,530,,Some things about #Covid_19 #CoronaInPakistan #CoronaUpdate pic.twitter.com/6fcOz1z0dF,"['#covid_19', '#coronainpakistan', '#coronaupdate']",[],140753841,140753841,masim15,Muhammad Aasim,7,23,https://twitter.com/masim15/status/1244330418838614017,FALSE,0,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '140753841', 'username': 'masim15'}]",,,,,th   covid   coronainpakistan   coronaupd      twitter      fcozzdf  ,0
26,26,1.24433E+18,1.24433E+18,1.58551E+12,29-03-2020 23:57,530,,How many days of lockdown and self isolation for you? #Covid_19 #CoronaLockdown,"['#covid_19', '#coronalockdown']",[],1522894502,1522894502,PurohitAbhinav1,Abhinav Purohit,7,23,https://twitter.com/PurohitAbhinav1/status/1244330337187926016,FALSE,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1522894502', 'username': 'PurohitAbhinav1'}]",,,,,mani   day   lockdown   self   isol   covid   coronalockdown  ,1
27,27,1.24433E+18,1.24433E+18,1.58551E+12,29-03-2020 23:57,530,,"Big news for all Shaktimaan lovers
Our childhood memories will rewind soon😍

अब आएगा असली मजा तो 👌
#Shaktimaan
#Doordarshan
#StayHome
#Covid_19india pic.twitter.com/f79b8TuF1T","['#shaktimaan', '#doordarshan', '#stayhome', '#covid_19india']",[],1.00514E+18,1.00514E+18,oyeeharsh,हarsh 🇮🇳,7,23,https://twitter.com/oyeeharsh/status/1244330328728068101,FALSE,10,3,4,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1005140589237530624', 'username': 'oyeeharsh'}]",,,,,big   news   shaktimaan   lover   childhood   memori   rewind   soon   shaktimaan   doordarshan   stayhom   covid   india      twitter      fbtuft  ,-1
28,28,1.24433E+18,1.24433E+18,1.58551E+12,29-03-2020 23:57,530,,"BTS comeback 2020: ""Iam alright
Bring the pain on 
YEAH!""
Corona virus : okayy sirrr hold my beer!",[],[],7.80027E+17,7.80027E+17,PrachiNotDesai,Prachi🥴,7,23,https://twitter.com/PrachiNotDesai/status/1244330295962120193,FALSE,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '780026507322286080', 'username': 'PrachiNotDesai'}]",,,,,bt   eback   iam   alright   br   pain   yeah   corona   viru   okayi   sirr   hold   beer  ,0
29,29,1.24433E+18,1.24305E+18,1.58551E+12,29-03-2020 23:57,530,,We should propose that the properties earmarked for the development of Mandir & Masjid and their disciples be acquired to counter the corona wars.,[],[],147620737,147620737,anuphomray,Anup Homray অনুপ হোমরায়,7,23,https://twitter.com/anuphomray/status/1244330264651657216,FALSE,5,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '147620737', 'username': 'anuphomray'}, {'user_id': '1161885853636890624', 'username': 'LetusdiscussM'}, {'user_id': '1583435396', 'username': 'royarnab2005'}, {'user_id': '968670936282132480', 'username': 'Ra_shmi_Tweets'}, {'user_id': '988855537', 'username': 'AlamgirTheGreat'}, {'user_id': '827554165060612096', 'username': 'NembuKol'}, {'user_id': '130424630', 'username': 'saileenas'}, {'user_id': '989909505432608768', 'username': 'ComradeMallu'}, {'user_id': '902033775131074560', 'username': 'ngtweets1969'}, {'user_id': '854064936330330113', 'username': 'AmitMukherji15'}, {'user_id': '1019928958928764930', 'username': 'mahuadey20'}, {'user_id': '493941377', 'username': 'India_Resists'}, {'user_id': '118469274', 'username': 'Raj_Shake_Her'}, {'user_id': '19929890', 'username': 'BDUTT'}]",,,,,propos   properti   earmark   develop   mandir   masjid   discipl   acquir   counter   corona   war  ,0
30,30,1.24433E+18,1.24433E+18,1.58551E+12,29-03-2020 23:57,530,,"Beast Relaxing..!!

#quarantine #quarantinelife #beastcars #tatatiago #tiago #cars #carsofinstagram #indiancars #modifiedcars #modified #100kmphofficial #motorbeam #staytunedindia #goodyear #tatacars…  https://www.instagram.com/p/B-U9vSLjG-l/?igshid=qcvfrku3yo4r …","['#quarantine', '#quarantinelife', '#beastcars', '#tatatiago', '#tiago', '#cars', '#carsofinstagram', '#indiancars', '#modifiedcars', '#modified', '#100kmphofficial', '#motorbeam', '#staytunedindia', '#goodyear', '#tatacars']",[],50561401,50561401,iamtabish_,Tabish,7,23,https://twitter.com/iamtabish_/status/1244330241042133000,FALSE,5,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '50561401', 'username': 'iamtabish_'}]",,,,,beast   relax   quarantin   quarantinelif   beastcar   tatatiago   tiago   car   carsofinstagram   indiancar   modifiedcar   modifi   kmphoffici   motorbeam   staytunedindia   goodyear   tatacar   http   ww   instagram      p   b   uvsljg   l   igshid   qcvfrkuyor  ,0
